conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
26,GPT2-xlarge,DBS,"A: Have you heard of Peyton Manning? He's my favourite NFL player. <br>B: I have but just casually, this is because I am not a fan of the NFL. I prefer Soccer but tell me more <br>A: He played 18 seasons in the NFL, mainly with the Indianapolis Colts! <br>B: Nice. 18 is quite impressive, it means he has been with Indianapolis Colts for quite a while <br>A: Yes. Although he had to miss the 2011 season as he had neck curgery. He left the Colts after this and signed with the Broncos. <br>B: oh wow!, those injuries happen once in a while. How's he doing in Broncos <br>","former NFL quarterback Archie Manning. He is the brother of two-time Super Bowl Champion, Eli Manning. Some have described the Mannings as football's ""royal family"". Manning married his wife, Ashley, in Memphis on St. Patrick's Day, 2001. A graduate of the University of Virginia, Ashley was introduced to him by her parents' next-door neighbor the summer before Manning's freshman year in college. Peyton and wife Ashley have twins, a son, Marshal Williams, and a daughter, Mosley Thompson, born on March 31, 2011. Manning is a Christian. At age 13, he said, ""I committed my life to Christ, and that faith",He's doing great! He's a two time Superbowl Champion!,0.166666667,Yes,y
491,GPT2-xlarge,nucleus,"A: hello I do love Agatha Christie novels <br>B: Me too. I like Hercule Poirot ones the best. <br>A: yes, Poirot is a great character, i do love it when he gets going <br>B: What's your favorite novel? Mine is The Big Four. <br>A: obvious choice is  Murder on the Orient Express, but i do enjoy her lesser known ones <br>","if the film were successful. On November 20, 2017, 20th Century Fox announced that a sequel, based on the 1937 novel ""Death on the Nile"", was in active development, with Michael Green, screenwriter of the first film, returning to write the screenplay. Branagh will again be both director and star. In an interview with ""Associated Press"" in December 2017, Branagh discussed developing an adaptation of ""Death on the Nile"" with the possibility of even more films to follow, potentially creating a new ""cinematic universe"" of Poirot films: In February 2018, Fox scheduled ""Death on the Nile"" for release on November","Oh, I love those ones too. They were a great movie too. The original was based on the novel ""Death on the Nile"", by Michael Green.",0.666666667,No,y
1013,GPT2-xlarge,DBS,"A: I am going to see the Canadian rock band Nickelback soon! <br>B: I like to go to canada trip. can you tell more about that place <br>A: Well the bank Nickelback is from Hanna, Alberta Canada and their lead singer and guitarist is Chad Kroeger <br>B: Good buddy.what special in album <br>A: They released a great album called ""The State"" in 2000 album and it achieved commercial success <br>B: Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada. <br>","""Now That's What I Call Music! 44"", which has sold 2.3 million copies and remains the biggest selling various artists compilation album in the UK. 2008's ""Now That's What I Call Music! 70"" sold 383,002 units in the first week of sales, the biggest ever first week sale of any ""Now"" album. Now That's What I Call Music! 87 holds the achievement for the most songs released on a Now album, featuring 47 songs in total. As of 2018, the most featured artist was Robbie Williams with 30 singles, followed by Rihanna and Calvin Harris with 27, David Guetta with","They have sold over 2 million copies of their album ""Now that's what I call music""",0.666666667,No,y
1860,GPT2-xlarge,nucleus,"A: I love candy, what's a good brand? <br>B: Dylan's Candy Bar is a great brand of candy <br>A: Oh are they? What kind of candy is it? <br>B: Dylan's Candy Bar is a candy supplier <br>A: Oh I see, what kind of candy do they offer? <br>","Candico Candico, based in Delhi, India, started their operations in 1997, and are now one of the largest confectionery companies in India. It has operations in 19 countries and an annual turnover of US$ 2 trillion. Candico make confectionery, in the following categories: With manufacturing facilities in India, Tanzania and South Africa.Candico(ISO 9001-2000, HACCP Certified & FDA Approved) owns India's largest integrated confectionery manufacturing facility. It has a constructed area of over . The plant has a production capacity of 45,000 tonnes. The equipment has been sourced from vendors in Europe including Togum, France; AMP Rose, United Kingdom and BWI","They have candies such as Candico, based in Delhi, India.",0.666666667,No,y
1391,GPT2-large,nucleus,"A: Have you ever had candy from Dylan's Candy Bar? It's to die for! They're a chain of boutique candy shops! <br>B: I don't think I have heard of them. I should probably check them out since I love candy! <br>A: There are currently locations in New York City, East Hampton, Los Angeles, Chicago and Miami Beach! Are you by one of those locations? <br>B: Oh my, I am quite far from all these places. But I visit NYC every summer so I will check it out next time! <br>A: The flagship location is the New York City store on 60th Street and 3rd Avenue! It's considered a must-see for many tourists and celebrities! <br>B: I see, I wonder what sort of famous candy they sell to attract celebrities! <br>","stocks 7,000 candies from around the world. The design and image were produced by original Creative Director Mayumi Ando. Dylan's Candy Bar has also partnered with Holt Renfrew in Vancouver, British Columbia in a co-branding effort. The flagship store has supposedly become something of a ""required stop"" for those visiting New York, and celebrities such as Mary-Kate and Ashley Olsen, Katie Holmes and her daughter, Suri Cruise, Janet Jackson, and Madonna reportedly make a point to visit the store. The New York City store, located on 60th Street and 3rd Avenue, is the flagship store. It has become a location","I'm not sure, but the candies are so good! There's over 7,000 different candies around the world!",1.0,No,y
397,GPT2-small,nucleus,"A: I've read a lot of fairy tales in my life, usually ones with dragons and unicorns.  Have you read many fairy tales? <br>B: Oh yes fairy tales were a staple growing up.  My favorites were Cinderella and Rapunzel. <br>A: Have you ever seen the movie Into the Woods?  It takes a lot from the Rapunzel and Cinderella stories, and is a pretty good musical. <br>B: I have not seen it but I do enjoy musicals.  Wicked is one of my favorites, based on the Wizard of Oz. <br>A: I loved Wicked!  It's one of my favorite musicals too.  I also went and read the Gregory Maguire book it was based on, have you read that? <br>B: I have read all of the Gregory Maguire books and the entire Wicked collection.  He really puts a creative spin on the classic fairy tales we were told as children. <br>","but exploitative foreign films, while the trippy, metaphysically loopy thriller ""Death Castle"" is a central element of the ""Master of None"" episode ""New York, I Love You."" Stories inside stories can allow for genre changes. Arthur Ransome uses the device to let his young characters in the ""Swallows and Amazons series"" of children's books, set in the recognisable everyday world, take part in fantastic adventures of piracy in distant lands: two of the twelve books, ""Peter Duck"" and ""Missee Lee"" (and some would include ""Great Northern?"" as a third), are adventures supposedly made up by the characters. Similarly, the film","I also love the movie ""Death Castle"", which is a classic fairy tale. It's about a guy who gets involved with a serial killer named ""The Master of None"" who goes to prison.",0.666666667,Yes,y
654,GPT2-medium,beam search,"A: The beginning of school for most kids <br>B: Hey. Kintergarten is usually the first experience kids have  with schooling. They play, sing, draw, and get their basic skills for schooling from it. <br>A: Yes, most kids start at six when entering. <br>B: Six is the entry age in a lot of places, but some countries start children at 2 years old, and others as old as 8. <br>A: kids will learn the sounds of the alphabet. <br>","use, internationalisms are often loaned into international auxiliary languages. Many constructed IALs borrow vocabulary that is already known by learners, so that they are as easy as possible to learn. Internationalisms that occur in many languages are usually eligible to be included in Interlingua. Early internationalisms, such as those from French and German, tend to be part of Interlingua's basic vocabulary. Later internationalisms, often from English, tend to be Interlingua loanwords. Among Asian languages, Arabic most often provides basic vocabulary, while Japanese contributes recent loanwords. Internationalism (linguistics) In linguistics, an internationalism or international word is a loanword that occurs in",That's true. International languages are often lent into international auxiliaries so that learners can learn them.,1.0,No,y
1139,GPT2-xlarge,DBS,"A: I've always thought about trying hunting, but I've never gotten around to it. <br>B: Me either. I would only be willing to try it for its most common purposes, food or removing dangerous predators. <br>A: Same here, though a lot of people seem to do it for recreation right? <br>B: Yes, that's also a very common practice. Another common use is pest control. <br>A: That's true. Hunting has been around for a while, I'm sure. <br>","EPA to regulate ""spent lead"", yet the court found EPA could not regulate spent lead without also regulating cartridges and shells. Hunters have been driving forces throughout history in the movement to ensure the preservation of wildlife habitats and wildlife for further hunting. However, excessive hunting and poachers have also contributed heavily to the endangerment, extirpation and extinction of many animals, such as the quagga, the great auk, Steller's sea cow, the thylacine, the bluebuck, the Arabian oryx, the Caspian and Javan tigers, the markhor, the Sumatran rhinoceros, the bison, the North American cougar, the Altai argali sheep, the Asian","Yes it has. The EPA regulates spent lead, but it can't regulate cartridges or shells.",1.0,No,y
77,GPT2-small,beam search,A: I really like racing go-karts. They are a type of open-wheel car. <br>B: yes i used to ride in them when I was younger. They are fun. <br>A: I also enjoy them because they come in all shapes and forms. Some don't even have moters! <br>B: how do they work without motors? <br>A: They are called gravity karts and work by using gravity to go down a hill really fast. <br>B: Oh ok kind of like a soap box derby? <br>,"Turboencabulator The turboencabulator or turbo-encabulator (and its later incarnations, the retroencabulator or retro-encabulator and Micro Encabulator) is a fictional machine whose alleged existence became an in-joke and subject of professional humor among engineers. The explanation of the supposed product makes extensive use of technobabble. The gag was popular for many years. The following quote is from the original ""Students’ Quarterly Journal"" article written by J. H. Quick in 1946. The citation in the later ""Time"" article misspells several of the technical terms. ""General Electric"", ""Chrysler"" and ""Rockwell Automation"" use many of the same words. The original technical description of the",Yes it is. The turbo encabulator is a replica of the original.,0.5,No,y
795,GPT2-medium,beam search,"A: Pizza is a traditional Italian dish, do you like pizza? <br>B: I love Pizza, and I especially love Italian food. <br>A: Do you like your pizza with vegetables or meats? <br>B: Well I am vegetarian so definitely vegetables, I especially love fennel and arugula. <br>A: I love fennel also cause its from the carrot family. <br>B: Is it really? Do you know why it has a slight licorice taste? <br>","been rebutted. However, it was a common belief in the early 19th century that the root of the plant might be externally used for gangrene. It was also claimed to be useful in treating jaundice, scurvy, gout and rabies. The dried root, which was official in the United States Pharmacopoeia from 1820 to 1880, is used as a simple tonic. Frasera caroliniensis is chiefly known as an occasional substitute for Calumba root, or Jatheorrhiza Columba, a native of Mozambique. Several tree species are associated with ""F. caroliniensis"", such as sweet-gum (""Liquidambar styraciflua""), tulip tree (""Liriodendron tulipifera"") and pignut hickory (""Carya","I'm not sure, but I do know that it has been used to treat gangrene",0.666666667,No,y
678,GPT2-large,nucleus,"A: Do you know about pittsburgh <br>B: Yes! I'm originally from Pittsburgh! Go Steelers! Pittsburgh is located in Allegheny County, Pennsylvania. <br>A: Yes your right, it has junction of 3 rivers <br>B: Yes, it does. The Ohio, Monongahela and the Allegheny! The converge downtown and there's a beautiful park at that spot, Point State Park. <br>A: hmm,it is county seat of allegheny county <br>","Pittsburgh Pittsburgh ( ) is a city in the Commonwealth of Pennsylvania in the United States, and is the county seat of Allegheny County. As of 2017, a population of 305,704 lives within the city limits, making it the 63rd-largest city in the U.S. The metropolitan population of 2,353,045 is the largest in both the Ohio Valley and Appalachia, the second-largest in Pennsylvania (behind Philadelphia), and the 26th-largest in the U.S. Located at the confluence of the Allegheny, Monongahela, and Ohio rivers, Pittsburgh is known both as ""the Steel City"" for its more than 300 steel-related businesses and as the","Yep, it is! I live in the county seat of Allegheny County. It's the 63rd-largest city in the U.S.",1.0,No,y
386,GPT2-large,beam search,"A: React is a JavaScript library that is for building user interfaces. <br>B: That's pretty cool, how long has it been around? <br>A: It was first deployed in 2011 on Facebook's newsfeed. <br>B: Interesting, did Facebook develop it then? <br>A: I don't know about that one. <br>B: Alright, what else can you tell me about React? <br>","has stepped in, to allow developers to code in high-level languages such as Java, Python and Ruby. The first of these compilers was Morfik followed by Google Web Toolkit, with ports to Python and Ruby in the form of Pyjs and RubyJS following some time after. These compilers and their associated widget set libraries make the development of rich media Ajax applications much more akin to that of developing desktop applications. Some frameworks provide tools for creating and providing web services. These utilities may offer similar tools as the rest of the web application. A number of newer Web 2.0","Well, I can tell you that the first version of React was written in Java.",0.0,Yes,y
196,GPT2-medium,DBS,"A: I am a big fan of education.  I think people don't realize how important it is <br>B: Sure, education is important since it facilitates learning and the acquisition of skills. <br>A: I always believed in the value of it.  Probably because I was raised my a household of teachers. <br>B: I see. Educational methods include discussion, storytelling, training, research. <br>A: Yes, all of which are essential and proven methods for reaching students.  Discussion is especially important <br>","connection between individual development and the resulting societal contribution. The five key ideas which composed his concept of individual maturation were Inner Freedom, Perfection, Benevolence, Justice, and Equity or Recompense. According to Herbart, abilities were not innate but could be instilled, so a thorough education could provide the framework for moral and intellectual development. In order to develop a child to lead to a consciousness of social responsibility, Herbart advocated that teachers utilize a methodology with five formal steps: ""Using this structure a teacher prepared a topic of interest to the children, presented that topic, and questioned them inductively, so",Education is a key component in the development of individuals.,0.666666667,No,y
638,GPT2-large,beam search,"A: Do you enjoy italian food? <br>B: Yes I love Italian food.  What is your favorite? <br>A: I'm a big fan of lasagna! Although I'm not sure how authentically Italian that is, as how the recipes is the United States how been changed and whatnot. <br>B: I love chicken Parmesan! <br>A: Good choice! Anything with mozzarella and tomato wins me. <br>B: I Love both.  I also like provolone cheese! <br>","shops all over the world. Their own network of 75 shops is based in Italy, United Kingdom, Romania, Japan, China, Hong Kong, Singapore, USA, Saudi Arabia, Dubai, Brazil, Turkey, Malta, and Germany. In October 2004, Venchi's Chocaviar was awarded the Vassoio d'Oro Award at the EuroChocolate festival in Perugia. Venchi Venchi is an Italian gourmet chocolate manufacturer founded by chocolatier Silvano Venchi. After its establishment in Turin in early 1878, the company gained popularity throughout Italy with its ""Nougatine"", small candies made of crushed and caramelized hazelnuts coated in dark chocolate. The company's manufacturing follows typically regional recipes. For the","I've never tried it, but I'm sure it would be good. I'd love to visit one of the 75 shops in Italy.",0.666666667,No,y
386,GPT2-medium,nucleus,"A: React is a JavaScript library that is for building user interfaces. <br>B: That's pretty cool, how long has it been around? <br>A: It was first deployed in 2011 on Facebook's newsfeed. <br>B: Interesting, did Facebook develop it then? <br>A: I don't know about that one. <br>B: Alright, what else can you tell me about React? <br>","has stepped in, to allow developers to code in high-level languages such as Java, Python and Ruby. The first of these compilers was Morfik followed by Google Web Toolkit, with ports to Python and Ruby in the form of Pyjs and RubyJS following some time after. These compilers and their associated widget set libraries make the development of rich media Ajax applications much more akin to that of developing desktop applications. Some frameworks provide tools for creating and providing web services. These utilities may offer similar tools as the rest of the web application. A number of newer Web 2.0",It's a Javascript framework that allows developers to write Javascript. It's very popular.,0.666666667,No,y
379,GPT2-medium,DBS,"A: I am dying to go on vacay to New York City, its the most populous city in the US <br>B: I have never been.  What do you recommend I do if I visit? <br>A: Go see the headquarters of the United Nations for sure <br>B: Wow!  That would be amazing to see!  Do you actually get to see delegates? <br>A: I am not sure but can you believe one city has 23.7 million residents? <br>B: l would never have guessed that many!  Aren't there a lot of good plays to see there? <br>","Angeles, Chicago, Dallas, Houston, Philadelphia, Washington, Miami, Atlanta, and Boston, with New York City being the largest. The smallest is Carson City, Nevada. The capital city, Kabul, has grown to become the country's sole metropolis, and is the only city with more than one million people. In the People's Republic of Bangladesh, there are eleven metropolitan areas: Dhaka North, Dhaka South, Gazipur, Chittagong, Rajshahi, Khulna, Sylhet, Barisal, and Rangpur. Lands are highly priced and residents are considered to have a better urban lifestyle. Special police departments are allotted for the metropolitan cities, and there are city corporations for which mayors",Yes there are. Chicago is the largest city with over 23 million residents,0.333333333,Yes,y
1607,GPT2-medium,beam search,"A: Winter is the coldest season of the year in polar and temperate zones <br>B: I live in a frequently-cold climate, so I am experienced with the cold.  Are you? <br>A: I try to adapt to the vagaries of the weather. is caused by the axis of the Earth in that hemisphere being oriented away from the Sun. <br>B: In my area, they say ""If you don't like the weather, just wait ten minutes.""  So adaptation to vagarities is the norm. <br>A: More so,many regions, winter is associated with snow and freezing temperatures. <br>B: Yes, in my area winter has a lot of snow and freezing temperatures.  Do you have a cold winter where you are? <br>","Norway and Russia. It covers the island groups of Svalbard (Norway), Franz Josef Land (Russia), Severny Island (Russia), and Severnaya Zemlya (Russia). The region has a Tundra (Koppen classification ET). This climate is characterized by long, cold winters and very short summers with at least one month averaging over so that snow or ice might melt, but no month averages over . Mean precipitation at the Ernst Krenkel Observatory in Franz Josef Land has, since 1961, averaged 294 mm/year, with mean temperatures of in January, and in July. Plant life is scarce due to the cold climate, but there is",No I do not. I live in the northern part of the country. Norway and Russia are the only countries that have a tundra climate.,0.166666667,Yes,y
26,GPT2-small,nucleus,"A: Have you heard of Peyton Manning? He's my favourite NFL player. <br>B: I have but just casually, this is because I am not a fan of the NFL. I prefer Soccer but tell me more <br>A: He played 18 seasons in the NFL, mainly with the Indianapolis Colts! <br>B: Nice. 18 is quite impressive, it means he has been with Indianapolis Colts for quite a while <br>A: Yes. Although he had to miss the 2011 season as he had neck curgery. He left the Colts after this and signed with the Broncos. <br>B: oh wow!, those injuries happen once in a while. How's he doing in Broncos <br>","former NFL quarterback Archie Manning. He is the brother of two-time Super Bowl Champion, Eli Manning. Some have described the Mannings as football's ""royal family"". Manning married his wife, Ashley, in Memphis on St. Patrick's Day, 2001. A graduate of the University of Virginia, Ashley was introduced to him by her parents' next-door neighbor the summer before Manning's freshman year in college. Peyton and wife Ashley have twins, a son, Marshal Williams, and a daughter, Mosley Thompson, born on March 31, 2011. Manning is a Christian. At age 13, he said, ""I committed my life to Christ, and that faith","He is good, he is still recovering from them.",0.5,Yes,y
453,GPT2-small,DBS,"A: Im really harsh with my inner critical voice. <br>B: Oh that sounds terrible... Why is that? <br>A: I just have low self esteem and have trouble dealing with my depression. <br>B: Do you take like medication for it? Its much more common then you would think <br>A: No, my main approach has been working with an inncer critic psychotherapists. <br>B: Oh okay, Im not sure what that is <br>","Heimler method of Human Social Functioning Heimler Method of Human Social Functioning (Human Social Functioning, HSF, sometimes referred to as The Heimler Method) is a form of psychotherapy that uses a client's own language and thought forms to aid them in finding their own solutions. Dr. Eugene Heimler developed this approach out of his work in the United Kingdom within the National Health Service in the late 1950s and early 1960s (drawing on his earlier life experience in WWII concentration camps). He formulated a precise and powerful structure for counselling along with a sensitive questionnaire, The Heimler Scale of Social",It is a method of human social functioning that is used to help people with depression.,0.666666667,No,y
491,GPT2-large,beam search,"A: hello I do love Agatha Christie novels <br>B: Me too. I like Hercule Poirot ones the best. <br>A: yes, Poirot is a great character, i do love it when he gets going <br>B: What's your favorite novel? Mine is The Big Four. <br>A: obvious choice is  Murder on the Orient Express, but i do enjoy her lesser known ones <br>","if the film were successful. On November 20, 2017, 20th Century Fox announced that a sequel, based on the 1937 novel ""Death on the Nile"", was in active development, with Michael Green, screenwriter of the first film, returning to write the screenplay. Branagh will again be both director and star. In an interview with ""Associated Press"" in December 2017, Branagh discussed developing an adaptation of ""Death on the Nile"" with the possibility of even more films to follow, potentially creating a new ""cinematic universe"" of Poirot films: In February 2018, Fox scheduled ""Death on the Nile"" for release on November",I've heard of that one. It's based on a novel written by Michael Green.,0.5,Yes,y
1552,GPT2-xlarge,beam search,A: Do you enjoy watching cheerleading? <br>B: yes i do because it is an event where cheer cheerleaders cheer  for their team as a form of encouragement. <br>A: Cheerleaders have to be pretty good athletes themselves. Many of them do all kinds of stunts! <br>B: Yes the activities can be chanting of  slogans to intense physical activity. <br>A: There are all sorts of national competitions for cheerleading as well. It has really changed a lot since I was a cheerleader years ago! <br>,"types of professional wrestling (which derived from traditional wrestling), and more recently many of the various mascot races held at numerous Major League Baseball games in-between innings. Some forms of sports entertainment involve taking competitive games usually considered minor, such as dodgeball, poker, or rock-paper-scissors, and televising them with trumped-up theatrics, involving (for example) celebrity competitors or elaborate audiovisual packages. Sports entertainment has a stigma of being mindless pop culture, in some cases glorifying violence for the sake of entertainment, and has been criticized as such in popular media, often through lampooning. Many notable names in the United States openly",There are a lot of different types of cheerleading competitions.,0.833333333,No,y
243,GPT2-large,DBS,"A: Nagini is a name of lizard <br>B: What a cool name. I've read the Komodo dragon can reach up to 3 metres in length! <br>A: Is Komoda dragon a type of lizard specie? <br>B: It sure is, it's also known as the Komodo Monitor <br>A: Do you know how long they've been in existence? <br>","(""buru-enmeli-ashaga""). Mantises are among the insects most widely kept as pets. Because the lifespan of a mantis is only about a year, people who want to keep mantises often breed them. In 2013 at least 31 species were kept and bred in the United Kingdom, the Netherlands, and the United States. In 1996 at least 50 species were known to be kept in captivity by members of the Mantis Study Group. ""The Independent"" described the ""giant Asian praying mantis"" as ""part stick insect with a touch of Buddhist monk"", and stated that they needed a vivarium around 30 cm (12","I'm not sure, but mantises are one of the most commonly kept pets",0.333333333,No,y
1615,GPT2-xlarge,DBS,"A: My favorite color is forest green! I feel like it compliments my skin well. I feel like there has to be some cool facts to know about it, though. <br>B: Yes its one of the primary colors in the RGB color model, often used on television and computer screens. <br>A: My girlfriend always teases me about green being my favorite color.. Do me a favor, tell me the best fact you know about green, or the coolest instance of green in nature, etc. Just something to show her it's a good color to choose as your favorite. <br>B: You should know that in the Middle Ages and Renaissance, green was associated with merchants and bankers! I bet your girlfriend might be impressed by that! <br>A: Yeah.. that's kind of cool, actually. Merchants and bankers, they're good peeps. Well, what else might she not know? I don't want some common knowledge, I want the good stuff! <br>","to as the ""Emerald Isle"". The color is particularly identified with the republican and nationalist traditions in modern times. It is used this way on the flag of the Republic of Ireland, in balance with white and the Protestant orange. Green is a strong trend in the Irish holiday St. Patrick's Day. The first recorded green party was a political faction in Constantinople during the 6th century Byzantine Empire. which took its name from a popular chariot racing team. They were bitter opponents of the blue faction, which supported Emperor Justinian I and which had its own chariot racing team.","Well, the color green is also associated with republicanism and nationalism!",0.5,Yes,y
1810,GPT2-medium,DBS,A: The Insane Clown Posse is so insane. Who are these guys? <br>B: Funny you ask! My daughter introduced me to them last week. They are an American hip hop duo. One is named Violent J and the other Shaggy 2 Dope. I was speechless after listening to them! <br>A: Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them? <br>B: They were founded in 1989 in Detroit and their hip hop style is known as horrorcore and they love to give a good show! <br>A: Wow Insane Clown Posse has been around for that long? It is hard to stay that relevant in music these days. <br>,"along with other information. Within the mainstream music industry, recording artists have traditionally been reliant upon record labels to broaden their consumer base, market their albums, and be both promoted and heard on music streaming services, radio, and television. Record labels provide publicists, who assist performers in gaining positive media coverage, and arrange for their merchandise to be available via stores and other media outlets. But an increasing number of artists have sought to avoid costs and gain new audiences via the Internet, often with the help of videos. Combined with the decline in album sales and rapid growth in","Yes, they have been around a long time. They used to rely on record labels but now they rely on streaming services and radio.",0.833333333,No,y
84,GPT2-medium,nucleus,"A: I went to visit Dallas, TX years ago, but I'd like to go back. Ever been? <br>B: no but ive driven through dallas texas, seems like a nice city <br>A: Yes, I went as a child and we have a picture of me trying to climb the fence around the house in the show, ""Dallas"". But, I can't remember much about the actual city. <br>B: its the ninth highest population of american citites <br>A: I can see that. My aunt lived there for a long time and she really liked it. But, said it was crazy populated <br>","is the third most populous in Mexico with more than 4 million. It comprises the municipalities of Monterrey, Apodaca, Escobedo, García, Guadalupe, Santiago, Juárez, San Nicolás de los Garza, San Pedro Garza García, Santa Catarina and Salinas Victoria. Monterrey is connected with the United States–Mexico border, the sea and inland Mexico through different roads, including the Carretera Nacional (also known as the Panamerican Highway) that runs from Nuevo Laredo to Mexico City and south, and the Carretera Interoceánica connecting Matamoros with the port of Mazatlán on the Pacific; it is also crossed by highways 40, 45, 57. The divided highway","i bet, i know is the third most populous in Mexico with more than 4 million.",0.333333333,Yes,y
1431,GPT2-xlarge,DBS,"A: i think skiing is for rich people <br>B: Same here, I've never tried skiing whether it was for recreation or for transport. <br>A: yeah the equipment is too expensive, even if you rent <br>B: Exactly. That's why I just stick to watching competitive skiing occasionally. <br>A: that's cool do you have any favorite skiers? <br>","(precession of the equinoxes as the root cause of the astrological ages) Ray Grasse states in ""Signs of the Times - Unlocking the Symbolic Language of World Events"" that ""there is considerable dispute over the exact starting and ending times for the different Great Ages."" Paul Wright in ""The Great Ages and Other Astrological Cycles"" believes that much of the uncertainty related to the astrological ages is because many astrologers have a poor understanding of the meaning of the astrological symbolism and ""even poorer historical knowledge"". Though so many issues are contentious or disputed, there are two aspects of the","I don't really have a favorite, but I do know there is a lot of debate over the beginning and ending of the different ages.",1.0,No,y
104,GPT2-xlarge,nucleus,"A: Did you ever read 1984 in school? Pretty wild how often it comes up these days as feeling relevant -- even with it having been written in 1949 by Orwell. <br>B: Never heard of it. What is it about? <br>A: Well, it's the definition of dystopia. A society ruled by a privileged, elite party that persecutes individualism and independent thinking, which are regarded as ""thoughtcrimes"". <br>B: That sounds very interesting. I will have to check that out. <br>A: You'll suddenly realize *all* the references we have to it in popular culture. 1984 had the ""Thought Police"" that persecuted the ""thoughtcrimes"" -- and maybe you've heard Cheap Trick's song ""Dream Police""? That's just one example of influence. <br>B: That is very cool. I would love to hear more. <br>","dematerialization, making things large, turning people into toilets filled with flowers, and the power to make escape-proof spirit jars. Known otherwise only as ""Malcolm,"" a homeless man who dressed in a garish outfit decorated with exclamation marks (possibly referencing his predecessor, the Quiz) drawn back to reveal his chest is actually a gilded cage containing a miniature jet with bird-like feet. Despite his odd appearance, he ""comes as no surprise,"" which allows him and anyone around him to be unnoticed or any attacks made by them to be seemingly out of nowhere. He mentions his desire to find the element","One of my favorite things about the book was Malcolm, the homeless man who was a Quiz contestant. He was so funny!",0.666666667,No,y
1888,GPT2-medium,DBS,"A: Online shopping is the better experience to choose the the product on our desire. <br>B: Yes! I much prefer shopping online at home on the Internet rather than fighting crowds in an actual store. <br>A: what did you often purchase? <br>B: Anything and everything! Housewares, clothing, electronics, you name it! I like the convenience of browsing stores on my laptop, tablet computer and smartphone! <br>A: yes, it includes lot of choices <br>","Online designer Online Designer, also known as design-your-own designer, is a component of a website used to design, decorate, or customize a product such as t-shirt, stationary or other customizable products. Commonly used in the decorated apparel industry, Online Designers were originally used by 'design your own' online fulfillments such as Cafe Press, Zazzle and Custom Ink. Consumer editions such as InkSoft, inkXE, DecoNetwork, OSS Designer and RSK Tech became available in 2007 allowing any printer, embroiderer or customized goods producer to add an online designer to their own website. An online designer typically allows a website user to: Most",Online designer is a great way to customize products!,1.0,No,y
453,GPT2-small,nucleus,"A: Im really harsh with my inner critical voice. <br>B: Oh that sounds terrible... Why is that? <br>A: I just have low self esteem and have trouble dealing with my depression. <br>B: Do you take like medication for it? Its much more common then you would think <br>A: No, my main approach has been working with an inncer critic psychotherapists. <br>B: Oh okay, Im not sure what that is <br>","Heimler method of Human Social Functioning Heimler Method of Human Social Functioning (Human Social Functioning, HSF, sometimes referred to as The Heimler Method) is a form of psychotherapy that uses a client's own language and thought forms to aid them in finding their own solutions. Dr. Eugene Heimler developed this approach out of his work in the United Kingdom within the National Health Service in the late 1950s and early 1960s (drawing on his earlier life experience in WWII concentration camps). He formulated a precise and powerful structure for counselling along with a sensitive questionnaire, The Heimler Scale of Social",It's called The Heimler Method.,0.666666667,No,y
29,GPT2-large,nucleus,"A: I have over 2000 autographs. <br>B: Really? Well, I know I wouldn't mind some autographs from famous celebrities. That's cool! <br>A: Autograph <br>B: You are a philography, which is the name for someone that enjoys collecting autographs, as you apparently do! <br>A: Yes, I have pretty much every movie stars autograph. <br>","different in size and text, and each is considered by historians to be equally authoritative. The two 1215 charters held by the British Library, known as ""Cotton MS. Augustus II.106"" and ""Cotton Charter XIII.31a"", were acquired by the antiquarian Sir Robert Cotton in the 17th century. One of these had been found by Humphrey Wyems, a London lawyer, who may have discovered it in a tailor's shop. The other was found in Dover Castle in 1630 by Sir Edward Dering. The Dering charter is usually identified as the copy originally sent to the Cinque Ports in 1215. (In 2015 it","Well, I don't think I could ever get a movie star autograph, but there are some famous people that are quite famous. One of them is Sir Robert Cotton!",0.833333333,No,y
1013,GPT2-large,nucleus,"A: I am going to see the Canadian rock band Nickelback soon! <br>B: I like to go to canada trip. can you tell more about that place <br>A: Well the bank Nickelback is from Hanna, Alberta Canada and their lead singer and guitarist is Chad Kroeger <br>B: Good buddy.what special in album <br>A: They released a great album called ""The State"" in 2000 album and it achieved commercial success <br>B: Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada. <br>","""Now That's What I Call Music! 44"", which has sold 2.3 million copies and remains the biggest selling various artists compilation album in the UK. 2008's ""Now That's What I Call Music! 70"" sold 383,002 units in the first week of sales, the biggest ever first week sale of any ""Now"" album. Now That's What I Call Music! 87 holds the achievement for the most songs released on a Now album, featuring 47 songs in total. As of 2018, the most featured artist was Robbie Williams with 30 singles, followed by Rihanna and Calvin Harris with 27, David Guetta with","Yes, they are a very popular band. Their song ""Now That's What I Call Music! 44"" has sold 2.3 million copies and remains the biggest selling artist compilation album in the UK",0.666666667,No,y
